id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
56766,Amazing duplex-terrace in old Lyon,269557,Isabelle,,5e Arrondissement,45.76312,4.82813,Entire home/apt,140,30,55,2018-09-04,0.37,1,85,0,"Available with a mobility lease only (""bail mobilité"")"
174304,Apartment in the heart of the city,832917,Giuseppina,,1er Arrondissement,45.76695,4.83241,Entire home/apt,166,2,374,2022-12-11,2.95,2,156,53,6938112368465
233372,Clear &very central flat Vieux Lyon,1221417,Max,,5e Arrondissement,45.75935,4.82228,Entire home/apt,52,2,243,2022-12-06,1.79,1,284,36,6938512680042
249711,very pleasant and located idealment,1308521,Anaïs,,7e Arrondissement,45.75207,4.83978,Entire home/apt,210,2,23,2022-10-20,0.18,2,336,3,D202109230976
1372080,Vue sur Lyon historique - APPART N°2,7438280,Xavier,,7e Arrondissement,45.73983,4.85174,Entire home/apt,56,3,68,2022-12-12,0.61,2,357,9,6938712976233
1377016,Entièrement rénové entre  Part Dieu et Tête d'Or,3670240,Riva,,6e Arrondissement,45.76947,4.8627,Entire home/apt,89,2,78,2022-11-28,0.78,2,283,10,6938613054652
1378174,Part-dieu maison avec jardin,7465441,Lysiane,,3e Arrondissement,45.75284,4.85566,Entire home/apt,110,3,9,2019-12-08,0.10,1,0,0,6938313005245
251630,Studio apartment near opera city centre,1319577,Emmanuel,,1er Arrondissement,45.77047,4.834133,Entire home/apt,35,15,3,2021-06-16,0.03,2,227,0,6938113043606
1383614,Proche tramways - APPART N°1,7438280,Xavier,,7e Arrondissement,45.73983,4.85174,Entire home/apt,61,3,95,2022-12-10,0.86,2,147,26,6938712975639
298089,triple room in a big flat,1221016,Romain,,3e Arrondissement,45.75775,4.87644,Private room,22,1,104,2020-01-30,0.79,8,0,0,693801234841
77104,Nice Flat in the center of Lyon,411285,Clementine,,1er Arrondissement,45.76842,4.82745,Entire home/apt,100,2,22,2022-09-30,0.15,1,141,2,6938113058353
2017746,Duplex de 43m2 3pers Centre Ville,10114815,Catherine,,4e Arrondissement,45.77445,4.83912,Entire home/apt,70,7,48,2022-10-25,0.45,1,186,7,6938113060729
1399933,Chambre confortable avec SdB proche Grange-Blanche,7560948,Clémentine,,3e Arrondissement,45.74528,4.88628,Private room,100,1,0,,,1,0,0,
2020878,Au coeur de lyon 6,10346274,Celine,,6e Arrondissement,45.76625,4.85209,Private room,46,1,82,2019-07-08,0.75,1,60,0,
329950,Roomy and luminous apartment,1683652,NATHALIE Et ALAIN,,3e Arrondissement,45.7467,4.87099,Entire home/apt,75,4,21,2022-06-20,0.17,1,23,1,6938312655352
1400666,Calme et lumière à la Croix-Rousse,7563550,Eric,,1er Arrondissement,45.77372,4.83847,Entire home/apt,57,19,61,2022-08-08,0.57,1,131,2,6938412941375
342674,"★SAXE & THE CITY★ 90m², Quiet, Balcony, Clean++ ❤️",1738855,Yoann & Ida,,3e Arrondissement,45.75383,4.84758,Entire home/apt,155,1,278,2022-11-22,2.18,1,249,31,6938312360788
349150,Charming Flat in old Town center,1769157,Jacques,,5e Arrondissement,45.76401,4.82896,Entire home/apt,110,2,419,2022-04-16,3.21,1,204,15,6938513079326
365998,Studio situé au cœur historique de Lyon,1848025,Anne-Marie,,1er Arrondissement,45.76983,4.8293,Entire home/apt,70,3,162,2022-12-11,1.26,1,216,33,6938112647884
369303,"Independent room on terrace with trees, B&B,Garage",1862505,Jean François,,6e Arrondissement,45.76487,4.86761,Entire home/apt,50,2,469,2021-12-11,3.59,1,49,0,Exempt - hotel-type listing
387453,"in downtown LYON, your little PROVENCE",718463,"Lionel, Layla & Samuel",,1er Arrondissement,45.769253,4.829836,Entire home/apt,90,2,70,2022-08-01,0.54,1,7,1,6938112646993
403747,FULL City CENTER Lyon Bellecour,2013310,Boris,,2e Arrondissement,45.75865,4.83353,Entire home/apt,79,2,575,2022-07-03,4.43,3,12,11,6938213215209
416475,Cosy 2-bedroom flat at the heart of Lyon,2070908,Amy,,1er Arrondissement,45.76913,4.83567,Entire home/apt,55,365,0,,,1,0,0,
551810,Charming rooftop house terrace and view Fourviere,2711663,Julie Et Michael,,2e Arrondissement,45.76489,4.8314,Entire home/apt,129,4,41,2022-06-11,0.44,1,160,2,6938112369158
593123,Belle chambre libre dans un T3,2928155,Fadel,,7e Arrondissement,45.74275,4.83755,Private room,26,4,6,2015-01-16,0.05,1,0,0,
612551,Nice and quiet two rooms flat,3038226,Sophie,,1er Arrondissement,45.76903,4.83281,Entire home/apt,70,360,19,2022-09-03,0.16,7,168,2,6938112414193
625569,Chambre Maison Grand confort Lyon,3103951,Agnès,,9e Arrondissement,45.80187,4.82131,Private room,145,1,14,2022-09-09,0.11,12,350,4,
626944,"❤️   Lyon 70 m² Quiet, with Balcony, Clean++ ❤️",1803736,Lisa,,6e Arrondissement,45.76648,4.84947,Entire home/apt,120,1,207,2022-10-29,1.66,2,222,21,6938612352787
2023674,Welcome in my sweet home (Lyon 9è),10399593,Florence,,9e Arrondissement,45.77378,4.80416,Entire home/apt,79,4,54,2022-10-02,0.50,1,345,6,6938912899765
2055514,Vieux Lyon quiet  view St Jean and roofs,7212199,Emma,,5e Arrondissement,45.75901,4.82386,Entire home/apt,75,2,146,2022-11-13,1.34,4,271,23,6938512407254
2088942,STUDIO SOPHIE,10662283,Sophie,,3e Arrondissement,45.75507,4.87533,Entire home/apt,45,365,51,2019-10-31,0.53,1,364,0,
2134046,Grande chambre verte et pièces attenantes,10889282,Stéphanie,,9e Arrondissement,45.77332,4.80863,Private room,45,1,9,2016-01-29,0.08,2,0,0,
2152784,"Loft Jeanne d'Arc 
Maison individuelle
Clim.",10987350,Sophie,,3e Arrondissement,45.75143,4.88444,Entire home/apt,75,2,58,2022-11-01,0.59,1,256,16,0690106938314
2174179,LYON centre coeur de la presqu'ile,11090776,Delphine,,2e Arrondissement,45.76287,4.83599,Private room,129,3,0,,,2,301,0,
2194982,"studio peniche, LE COLVERT, centre de LYON",11195394,Yves,,2e Arrondissement,45.74934768676758,4.820150852203369,Entire home/apt,126,1,8,2022-11-20,0.33,3,320,2,6938212475633
2202777,Wonderful 90m² flat perfectly located near Opera,3945197,Quentin,,1er Arrondissement,45.76494,4.83311,Entire home/apt,120,2,42,2022-12-11,0.42,1,85,11,6938113000252
2208241,Appartement Lyon Centre,11263808,Amaury,,7e Arrondissement,45.74982,4.84152,Entire home/apt,273,365,11,2017-02-14,0.14,1,362,0,
2208581,F3 cosy à Confluence,11238354,Florence,,2e Arrondissement,45.74233,4.81758,Entire home/apt,110,2,34,2022-12-12,0.32,2,0,2,20221007-0706
2216501,2 pièces moderne calme avec parking,11306631,Christine Et Lionel,,7e Arrondissement,45.74844,4.84519,Entire home/apt,95,365,6,2018-04-03,0.08,1,364,0,
1410219,Maison des berges du Rhone,5551686,Boris,,7e Arrondissement,45.75598,4.8407,Entire home/apt,140,4,11,2022-08-06,0.10,1,0,1,6938312656837
2255579,Beau deux pièces en RDJ,5495624,Thomas,,9e Arrondissement,45.77285,4.80027,Entire home/apt,85,3,35,2022-11-03,0.36,1,306,5,6938912586989
2259937,Douillet appartement à Lyon Vaise  à 20 m du métro,10332810,Thierry,,9e Arrondissement,45.7749,4.80608,Entire home/apt,75,5,96,2022-06-30,1.01,2,162,3,6938912918670
2276120,"Small group, parking, breakfast, garden",11621936,Celine,,4e Arrondissement,45.78076,4.8292,Private room,190,1,54,2022-10-23,0.53,1,79,5,GE01365/HO02861
2302128,Studio Vintage 70's,10986983,Marlene,,8e Arrondissement,45.73998,4.87827,Entire home/apt,59,2,317,2022-12-11,2.94,1,23,15,6938812348476
635366,A LOVELY BEDROOM IN VIEUX-LYON,3165326,Mila & Julien,,5e Arrondissement,45.75629,4.82355,Private room,52,2,303,2021-12-12,2.40,3,44,0,
635954,Lovely typical flat in the old Lyon,3165326,Mila & Julien,,5e Arrondissement,45.75793,4.825,Entire home/apt,102,365,47,2021-07-24,0.37,3,364,0,LYR-2254567
681291,quiet room in Lyon croix rousse,3469111,Laurence,,4e Arrondissement,45.77992,4.8374,Private room,45,1,118,2022-10-23,1.05,1,42,40,HO01541
684345,SPACIOUS AND MODERN STUDIO IN THE HEART OF LYON,2719085,Jerome,,1er Arrondissement,45.77118,4.83666,Entire home/apt,78,20,37,2022-05-23,0.30,1,216,2,6938113206031
695607,"cottage in ""Monchat""",3560828,Nicolas,,3e Arrondissement,45.74342,4.88471,Entire home/apt,146,3,47,2022-09-21,0.42,1,0,9,6938312657827
1421295,T2 Lyon centre Saxe Gambetta,7651159,Elise,,7e Arrondissement,45.75325,4.84327,Entire home/apt,58,5,46,2022-11-12,0.42,1,18,6,6938712522412
720121,Quiet Appartment Lyon 4e,3715660,Agnès,,1er Arrondissement,45.77352,4.82529,Entire home/apt,57,4,1,2022-09-18,0.34,2,137,1,6938413349765
2309213,"In Old Lyon. Room, bathroom and private WC",11411984,Claude Thierry,,5e Arrondissement,45.76311,4.8276,Private room,71,2,183,2022-10-24,1.73,1,0,2,6938512618674
1452778,Duplex de charme / 2 ch  / 4 pers / 1 sdb,7792796,Adrien,,4e Arrondissement,45.77449,4.83183,Entire home/apt,110,6,0,,,1,0,0,6938412980868
2352534,T2 cosy  sur les Pentes de la Croix Rousse,12014823,Giovanna Et Yohann,,1er Arrondissement,45.77203,4.82518,Entire home/apt,60,365,4,2020-08-03,0.08,1,87,0,
1463170,appartement centre Lyon Confluence,4855390,Marie,,2e Arrondissement,45.74321,4.81803,Entire home/apt,55,365,111,2019-08-16,0.98,1,179,0,
2383043,Confluence,8131697,Claire,,2e Arrondissement,45.74337,4.8206,Entire home/apt,87,4,34,2022-10-29,0.32,2,245,7,6938612620528
747327,Un grand appartement à Lyon,3922797,Sylvain,,7e Arrondissement,45.74071,4.84146,Entire home/apt,130,2,87,2022-11-13,0.71,1,4,9,6938712604861
758266,Chambre Presqu'île,3994549,Florian,,2e Arrondissement,45.75293,4.83113,Private room,90,1,13,2015-08-28,0.13,1,0,0,
1465097,Idéalement Placé -Les Terreaux,7848775,Hélène,,1er Arrondissement,45.76751,4.83323,Entire home/apt,73,2,449,2022-10-30,4.00,1,182,42,D201810120101
766349,Private terrace of Vieux Lyon,4041088,Christine,,5e Arrondissement,45.75939,4.82509,Entire home/apt,256,2,238,2022-12-09,1.96,1,322,50,6938512376867
2391233,Grand appartement Place Bellecour,11615766,Johanna,,2e Arrondissement,45.7572,4.83302,Entire home/apt,219,3,44,2022-04-04,0.44,2,351,2,6938213041302
1478962,Room with view in Lyon center town,7914041,Fred,,5e Arrondissement,45.757275,4.809105,Private room,42,1,94,2022-12-09,3.89,5,207,76,
768803,Lovely  Apt 10mn from Lyon center,2013018,Françoise,,5e Arrondissement,45.7486,4.81133,Entire home/apt,70,2,79,2020-02-19,0.64,1,46,0,
1495384,HOMESTAY LYON - GUEST HOUSE IN LYON,7993187,Sophie,,2e Arrondissement,45.75659,4.82979,Private room,50,7,0,,,1,365,0,
2391835,Vibrant Flat with Gorgeous View of Saône River,402191311,GuestReady,,2e Arrondissement,45.74967,4.82316,Entire home/apt,120,2,49,2022-11-19,0.49,24,325,11,6938212659933
1497267,Nice and calm studio Arpège,3038226,Sophie,,1er Arrondissement,45.76783,4.83317,Entire home/apt,65,100,8,2022-08-30,0.10,7,318,2,6938112410373
1497665,Center bright cosy Bel Canto Opera,3038226,Sophie,,1er Arrondissement,45.76916,4.83597,Entire home/apt,75,200,19,2022-10-31,0.20,7,222,3,6938112399050
2391982,Amazing Artistic Flat Fit 4 - Vieux Lyon,402191311,GuestReady,,5e Arrondissement,45.76341,4.82828,Entire home/apt,104,2,123,2022-11-28,1.22,24,180,49,6938512563840
788756,"""L'ENDROIT"" in the City Center",4156965,Emilie,,7e Arrondissement,45.75158,4.84516,Entire home/apt,75,28,47,2022-06-06,0.40,18,140,1,6938712393441
1504801,Seperate Room with garden view,8040128,Isabelle & Daniel,,4e Arrondissement,45.77903,4.83505,Private room,42,2,259,2022-12-03,2.51,2,335,63,
788788,"""LA HALLE"" with balcony and carpark",4156965,Emilie,,7e Arrondissement,45.73417,4.82761,Entire home/apt,49,28,38,2021-10-05,0.33,18,73,0,6938712364440
2397505,Loger au cœur des pentes de la Croix rousse,9798913,Céline,,1er Arrondissement,45.77233438016662,4.8302467500193496,Entire home/apt,120,2,1,2022-12-11,1,1,32,1,6938113458231
1519096,Perfect Place with View In the center,5362527,Alexandre,,1er Arrondissement,45.77039,4.82874,Entire home/apt,90,2,5,2022-10-31,0.48,1,27,5,6938113148623
2400825,"Center old town, Saint Jean",7068319,Malio,,5e Arrondissement,45.76242,4.8287,Entire home/apt,86,2,162,2022-11-05,1.51,2,99,17,6938512556714
1549249,Appartement à deux pas des Terreaux,8175517,Clément,,1er Arrondissement,45.76912,4.83291,Entire home/apt,59,365,59,2019-12-09,0.52,1,0,0,
2415502,LE JARDIN DES PLANTES/PLANTS GARDEN,5720068,David,,1er Arrondissement,45.77157,4.8274,Entire home/apt,58,365,33,2020-01-02,0.31,1,179,0,
788841,"""LE DECOR"" - Calm and Downtown",4156965,Emilie,,7e Arrondissement,45.75158,4.84516,Entire home/apt,72,28,33,2022-12-01,0.28,18,84,7,6938712393441
1551679,Grande chambre au Coeur de Lyon,8263031,Dominique,,2e Arrondissement,45.75409,4.83075,Private room,52,1,257,2022-12-13,2.33,1,16,18,
792903,Quiet + leafy: Le Jardin des Etats,4177871,Willi Danelzik,,8e Arrondissement,45.73096,4.86915,Entire home/apt,60,2,100,2022-12-10,0.93,1,327,22,6938812480813
2427874,LE CHAMPETRE - close to Part Dieu,4156965,Emilie,,6e Arrondissement,45.76659,4.86755,Entire home/apt,62,28,30,2022-06-05,0.28,18,152,1,6938612382382
1559193,Cheval d'argent location t2 lyon 1,5931758,2beapart,,1er Arrondissement,45.7679,4.83493,Entire home/apt,101,30,59,2019-09-17,0.54,48,0,0,6938012439560
2446767,Terrace Heart Strirring View Fourvière/Vieux Lyon,12511374,Isabelle,,5e Arrondissement,45.76063919067383,4.819643020629883,Entire home/apt,76,4,152,2022-10-09,1.44,1,350,23,6938513023403
795536,Charming apartment in Lyon center,4190603,Vincent,,7e Arrondissement,45.75298,4.84133,Entire home/apt,67,2,40,2022-12-04,0.33,1,63,1,6938713454897
799734,Duplex avec jardin - Lyon centre,3395672,Anaïs,,1er Arrondissement,45.77286,4.83128,Entire home/apt,140,3,100,2022-08-12,0.91,1,0,3,6938112946210
809514,Charming flat Croix Rousse,4258974,Stéphanie,,4e Arrondissement,45.77486,4.83469,Entire home/apt,65,2,135,2022-12-05,1.15,1,270,15,6938412621374
1595125,ORIENTAL FLAIR APT CENTRAL CHARMING,8507001,Dalilla,,1er Arrondissement,45.76601,4.83299,Entire home/apt,70,365,89,2019-11-24,0.80,2,365,0,
814300,Bel appartement rénové,3245274,Anton,,3e Arrondissement,45.75633,4.84916,Entire home/apt,95,2,8,2022-12-10,0.09,1,137,1, 202108180053
2475277,studio with terrace,12660907,Anita Et Philippe,,4e Arrondissement,45.77587,4.83075,Entire home/apt,65,3,87,2022-12-06,1.00,1,284,20,6938412359474
1626767,Appartement  pentes croix rousse,8647958,Michelle,,1er Arrondissement,45.7723,4.83474,Entire home/apt,69,29,30,2022-07-28,0.27,1,201,5,6938112455963
2522738,The green bedroom,12916591,Dominique,,2e Arrondissement,45.75399,4.82564,Private room,115,2,6,2021-09-26,0.07,3,4,0,
815342,A room with a view in heart of Lyon,4283369,Line,,1er Arrondissement,45.76792,4.82914,Entire home/apt,65,3,325,2022-11-21,2.67,1,168,19,6938112511886
1643219,SALON ORIENTAL COSY,8507001,Dalilla,,1er Arrondissement,45.76601,4.83299,Shared room,27,3,129,2020-03-02,1.16,2,185,0,
1651110,Bright Room with Private Bathroom,7069472,Marie-Sylvie Et Klaus,,3e Arrondissement,45.74947,4.88866,Private room,50,2,18,2017-02-27,0.16,1,0,0,
819263,Private Room,4298270,Sabrina,,3e Arrondissement,45.76256,4.86704,Private room,420,1,17,2015-01-14,0.16,1,0,0,
1654767,Amazing loft in dowtown Lyon,7263309,Alexandre Et Amandine,,4e Arrondissement,45.77497,4.83743,Entire home/apt,150,2,73,2022-12-11,0.66,2,45,9,6938112926216
1663901,Appartement chaleureux au coeur du 7eme,8814446,Anna,,7e Arrondissement,45.74863,4.84389,Entire home/apt,70,365,4,2019-07-08,0.08,1,0,0,
1666604,Charm & design in the hart of Lyon,7214212,Michael,,3e Arrondissement,45.76257,4.85227,Entire home/apt,60,2,54,2020-10-22,0.61,1,0,0,6938312837969
1674703,Perfect Place in the Old City !,8647605,Laëtitia,,5e Arrondissement,45.76055,4.82839,Entire home/apt,73,2,402,2022-12-12,3.63,1,188,69,6938512839893
819294,"Chambre privée,  PartDieu Tête d'Or",4303075,Alice,,6e Arrondissement,45.76806,4.85582,Private room,66,2,48,2021-10-01,0.44,1,281,0,
822891,"""LE CRAYON"" -  Part Dieu",4156965,Emilie,,3e Arrondissement,45.76289,4.85319,Entire home/apt,89,28,30,2022-02-07,0.25,18,202,2,6938312392066
2562218,Lyon3  lovely single room,5916662,Christiane,,3e Arrondissement,45.7499,4.884,Private room,36,2,177,2022-11-18,1.66,2,188,25,
2574267,Lyon 1er,8994443,Catherine,,1er Arrondissement,45.7687,4.83464,Entire home/apt,60,10,18,2022-06-04,0.23,1,364,4,6938112982832
2590016,Studio de Charme Lyon Centre,3670240,Riva,,1er Arrondissement,45.76996,4.8258,Entire home/apt,72,2,209,2022-12-01,1.97,2,291,7,6938613054655
1713257,T3 de100 m2 Lyon1 pour 6 personnes,9036002,Patrick,,1er Arrondissement,45.77208,4.83472,Entire home/apt,99,2,82,2022-12-11,0.73,1,331,5,6938112974815
1733448,Chambre au coeur de Lyon,9132461,Dominique,,2e Arrondissement,45.75161,4.82727,Private room,40,1,49,2020-01-17,0.45,1,36,0,
2598292,Part Dieu T2 avec chambre balcon + P -Vivier Merle,5117719,Cecile,,3e Arrondissement,45.75502,4.8576,Entire home/apt,65,7,14,2021-05-25,0.13,15,0,0,6938312436410
831713,645 sq ft (60m²)  apartment downtown lyon  2BR 1BA,4355017,Marc,,5e Arrondissement,45.75673,4.81539,Entire home/apt,72,3,54,2022-07-10,0.45,1,174,6,6938513291736
845068,APARTMENT INCOMPARABLE PLACE OF THE LYON,3548058,Labourselyon,,2e Arrondissement,45.76413,4.83734,Entire home/apt,228,15,10,2019-02-25,0.09,1,162,0,6938212387343
1736079,Les mystères du Vieux Lyon,9143136,Karine,,5e Arrondissement,45.76401,4.8282,Entire home/apt,71,4,52,2022-12-12,0.47,1,239,10,6938512535136
875127,private room with double bed,1221016,Romain,,3e Arrondissement,45.75059,4.87707,Private room,23,3,3,2020-09-04,0.08,8,0,0,
2602298,Charmant appartement T2 * Lyon 1er,13328359,Séverine,,1er Arrondissement,45.76579,4.83086,Entire home/apt,40,365,16,2021-02-21,0.16,1,364,0,
1741071,Modern appartement-City center,3881722,Anne-Charlotte,,6e Arrondissement,45.765785217285156,4.854788780212402,Entire home/apt,61,2,367,2022-11-30,3.28,2,321,45,0693861900057
2604316,Appartement sympa à la Croix-Rousse,13194801,Samuel,,4e Arrondissement,45.77404,4.82609,Entire home/apt,45,365,57,2017-05-08,0.54,1,0,0,
877193,Loft heart of Lyon ideal for family,4634428,Anthony (& Claire),,3e Arrondissement,45.75874,4.84776,Entire home/apt,240,2,154,2022-12-11,1.32,1,23,11,6938312653768
1750754,Lyon centre,6861190,Grégory,,1er Arrondissement,45.76839,4.8333,Entire home/apt,100,2,67,2022-12-11,0.61,1,13,1,6938112580875
1751911,"Studio Old Centre Lyon, Saint Jean",7068319,Malio,,5e Arrondissement,45.76245,4.82672,Entire home/apt,85,2,268,2022-11-03,2.43,2,130,14,6938512357863
903331,GD STAND - BUSINESS OR HOLIDAYS- 4*,4829230,Carole,,6e Arrondissement,45.76964,4.85835,Entire home/apt,188,3,31,2022-04-30,0.29,2,260,1,6938613145318
903333,LYON BROTTEAUX- MEUBLE LONGUE DUREE,4829230,Carole,,6e Arrondissement,45.76758,4.8584,Entire home/apt,90,30,2,2022-09-12,0.05,2,261,1,"Available with a mobility lease only (""bail mobilité"")"
2611038,APPARTEMENT LYON 6° Foch/Roosevelt,11200925,Françoise,,6e Arrondissement,45.76753,4.84863,Entire home/apt,65,3,20,2022-11-05,0.19,2,84,2,6938612609640
1789544,Appart Traversant - Terrasse et Vue imprenable,9390086,A,,9e Arrondissement,45.78123,4.79604,Entire home/apt,72,90,44,2022-04-23,0.55,2,256,1,"Available with a mobility lease only (""bail mobilité"")"
2640252,"Pianino Opera, nice, quiet studio",3038226,Sophie,,1er Arrondissement,45.76899,4.83543,Entire home/apt,53,200,5,2021-07-17,0.06,7,197,0,6938112414094
1813360,LE CHAPITRE - Feel at home in Lyon6,4156965,Emilie,,6e Arrondissement,45.7662,4.86629,Entire home/apt,62,28,28,2020-10-30,0.26,18,83,0,6938612382382
2650078,"appartement 60 m2, immeuble classé",13565438,Clothilde,,5e Arrondissement,45.76391,4.82787,Entire home/apt,100,5,20,2022-07-20,0.19,2,242,5,6938512433186
1815981,Loft charmant  en centre-ville,9344721,Pascale,,2e Arrondissement,45.76414,4.83648,Entire home/apt,75,5,49,2022-09-02,0.47,1,249,4,6938212593221
2659302,Loft 110m2 au coeur de Lyon Croix-Rousse,12768270,Sophie,,1er Arrondissement,45.7729,4.82801,Entire home/apt,395,2,32,2020-07-05,0.33,1,71,0,6938113454964
911577,"""LE DIAMANT"" separated room +balcon",4156965,Emilie,,7e Arrondissement,45.75158,4.84516,Entire home/apt,87,28,29,2022-12-11,0.25,18,228,1,6938712364539
1824688,Chambres spacieuse et lumineuse à la Croix-Rousse,9550296,Nathalie,,4e Arrondissement,45.77646,4.82447,Entire home/apt,70,365,3,2016-06-20,0.04,1,0,0,
911789,Chambre dans bel appartement cosy,4890321,Karine,,7e Arrondissement,45.74778,4.84341,Private room,56,1,9,2022-09-22,0.08,1,33,3,
1832285,Studio avec terrasse et parking privé sécurisé,9582479,Patrick & Pascale,,5e Arrondissement,45.75784,4.81347,Entire home/apt,50,2,250,2022-12-03,4.48,2,334,75,6938512916307
2705522,Appartement Lyon Croix-Rousse,13846699,Ludovic,,1er Arrondissement,45.77393,4.83264,Entire home/apt,110,365,1,2016-12-29,0.01,1,0,0,
1832375,Appartement Familial au coeur de la Presqu'île !,4838608,Elodie,,2e Arrondissement,45.75222,4.8241,Entire home/apt,190,365,1,2020-12-26,0.04,1,173,0,
922833,Appt pour 8 personnes à Lyon 1er,4962068,Sophie,,1er Arrondissement,45.76825,4.83128,Entire home/apt,385,1,120,2022-12-11,1.03,2,327,15,6938112544352
1846986,Opera majeur  - furnished loft rental - lyon 1,5931758,2beapart,,1er Arrondissement,45.76762,4.8371,Entire home/apt,104,30,63,2022-05-13,0.58,48,0,1,"Available with a mobility lease only (""bail mobilité"")"
2751852,Canut centre ville,7523742,Florian,,1er Arrondissement,45.7726,4.82389,Entire home/apt,54,99,34,2021-12-12,0.38,1,337,0,6938113012724
1848728,"""LE CHAPITEAU"" - close Part Dieu !",4156965,Emilie,,6e Arrondissement,45.76558,4.86707,Entire home/apt,109,28,31,2022-10-30,0.31,18,216,5,6938612382382
2777134,"beau studio rénové ,centre de Lyon",14203254,Arlette,,7e Arrondissement,45.75142,4.8423,Entire home/apt,55,8,22,2022-08-27,0.25,1,100,4,Exempt - hotel-type listing
931623,LA CHAMBRE DU BON PASTEUR,5018632,Barthelemy,,1er Arrondissement,45.77149,4.82684,Private room,40,3,34,2022-12-09,0.31,1,240,14,
944927,Flat Fish 1 Studio 8eme Leon Berard,5117719,Cecile,,8e Arrondissement,45.73959,4.87598,Entire home/apt,50,4,19,2021-04-02,0.16,15,0,0,6938812429046
1859928,CROIX ROUSSE Quiet and bright,9703110,Marie-Joelle  - Gerard,,4e Arrondissement,45.77635,4.83316,Private room,40,2,307,2022-11-21,2.80,1,332,26,
1006613,Downtown haussmannien Apart - 3 BDR,5536467,Jp,,3e Arrondissement,45.76143,4.8455,Entire home/apt,304,2,106,2022-11-20,0.91,1,248,19,6938312609030
2829757,Meublé particulièrement calme,14476350,Christelle,,8e Arrondissement,45.72357,4.88062,Entire home/apt,55,3,66,2022-11-01,0.64,1,258,11,6938812533271
1866856,Le centre ville au calme,9732751,Christophe,,7e Arrondissement,45.75118,4.83896,Entire home/apt,60,3,105,2022-12-11,0.96,2,0,8,6938712990881
1870851,appart CANUT 42m2 plein centre lyon,9750168,Lat,,1er Arrondissement,45.77237,4.83507,Entire home/apt,150,365,3,2018-05-14,0.04,1,364,0,
2839702,Private bedroom & south facing yard,7974833,Clémentine,,6e Arrondissement,45.76874,4.85276,Private room,55,1,4,2016-02-16,0.04,2,0,0,
2839704,Appart+Jardin à deux pas du parc de la Tête d'or,7974833,Clémentine,,6e Arrondissement,45.7701,4.85237,Entire home/apt,45,365,1,2017-12-10,0.02,2,0,0,
2854913,Chambre (2 pers) T2 berges du Rhône,14595282,Leslie,,3e Arrondissement,45.75673,4.84315,Private room,120,1,1,2014-12-07,0.01,1,0,0,
1041201,"Quiet, Colorful Apartment Close to the Opera House",4154906,Marie,,1er Arrondissement,45.76914,4.83575,Entire home/apt,101,1,437,2022-11-28,3.74,1,197,65,6938112631553
1871596,On the Croix-Rousse.. with a view!,9753312,Laëtitia,,4e Arrondissement,45.77439,4.82882,Entire home/apt,200,365,1,2014-12-07,0.01,1,0,0,
1044220,"Grand studio Lyon métro D Gorge d loup, petit dej",5526171,Flore,,9e Arrondissement,45.76762,4.80273,Entire home/apt,59,2,3,2022-11-17,0.03,1,161,1,6938913437819
1875470,Studio Lyon Centre near Opéra,4607325,Nadege,,1er Arrondissement,45.76656,4.83961,Entire home/apt,82,4,56,2022-08-14,0.51,1,62,3,6938112912556
1055532,Appartement F3 LYON Croix-Rousse,1807311,Gilles,,1er Arrondissement,45.7715,4.83261,Entire home/apt,75,14,2,2022-05-21,0.02,1,233,1,6938613028522
1114077,Lyon 5-Nice house with a garden,6114280,Rebecca,,5e Arrondissement,45.75448,4.81607,Entire home/apt,112,30,15,2014-10-04,0.13,1,328,0,"Available with a mobility lease only (""bail mobilité"")"
2894093,Agréable T2 Lyon1er/Croix Rousse,14790563,Isabelle,,1er Arrondissement,45.77426,4.8355,Entire home/apt,50,10,17,2021-07-22,0.16,1,0,0,6938112676984
2896466,Loft au cœur des Brotteaux pour vivre Lyon !,14803034,Alain,,6e Arrondissement,45.76755,4.85848,Entire home/apt,200,1,208,2022-12-11,2.38,2,344,52,6938612935183
1878564,Très beau T5 surplombant Lyon,9782560,Maude,,1er Arrondissement,45.76984,4.82748,Entire home/apt,125,1,12,2021-12-12,0.12,1,0,0,6938113000054
2897630,chambre proche du centre - M2-1,14809773,Sébastien,,5e Arrondissement,45.75665,4.81511,Private room,30,4,6,2021-06-01,0.06,18,364,0,
2906198,jolieT2 41m2 lyon,14590893,Chiraz,,5e Arrondissement,45.75696,4.81466,Private room,49,1,3,2014-05-19,0.03,1,0,0,
1131474,"Docks of Rhone, near Bellecour",6207229,Nicolas,,7e Arrondissement,45.75284,4.84246,Entire home/apt,45,2,369,2022-11-27,3.16,1,328,62,6938712942480
1878800,T3 plein centre - Fête des Lumières,6177101,Pauline,,1er Arrondissement,45.76995,4.83781,Entire home/apt,240,365,10,2019-12-08,0.09,1,365,0,
1134118,Cozy duplex in the heart of Lyon,291015206,La Nuitée,,2e Arrondissement,45.74888,4.82966,Entire home/apt,87,6,197,2022-12-04,1.69,86,254,5,6938213051396
